Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
Verify  the input type of 'Phone' field is text.,EL-66,10100,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 7:36 AM,07/Sep/21 12:26 PM,09/Sep/21 5:37 AM,07/Sep/21 12:26 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-61,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ju:,,EL Sprint 1,,,,,,,,Done
Verify 'Confirm Password' field should not be empty.,EL-65,10099,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 7:01 AM,09/Sep/21 5:16 AM,09/Sep/21 5:16 AM,07/Sep/21 12:26 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-64,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000jm:,,EL Sprint 1,,,,,,,,Done
"Verify  the placeholder of 'Confirm Password' field "" "".",EL-64,10098,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 6:57 AM,07/Sep/21 12:26 PM,09/Sep/21 5:37 AM,07/Sep/21 12:26 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-61,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000je:,,EL Sprint 1,,,,,,,,Done
"Verify if user's entered 'Confirm Password' input value does not matches with Password field input values, user should get validation message.",EL-63,10097,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 6:33 AM,07/Sep/21 12:27 PM,09/Sep/21 5:24 AM,07/Sep/21 12:27 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-62,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000j6:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Confirm Password' field is mandatory.,EL-62,10096,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 6:30 AM,07/Sep/21 12:27 PM,09/Sep/21 5:37 AM,07/Sep/21 12:27 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-49,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000iy:,,EL Sprint 1,,,,,,,,Done
Verify  the input type of 'Confirm Password' field is text.,EL-61,10095,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 6:02 AM,07/Sep/21 12:27 PM,09/Sep/21 5:37 AM,07/Sep/21 12:27 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-46,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000iq:,,EL Sprint 1,,,,,,,,Done
"Verify if user's entered 'Password' is very strong , user should be able to see green color with length greater than strong password.",EL-60,10094,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 5:52 AM,07/Sep/21 12:27 PM,09/Sep/21 5:37 AM,07/Sep/21 12:27 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-59,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ii:,,EL Sprint 1,,,,,,,,Done
"Verify if user's entered 'Password' is strong , user should be able to see yellow color with length greater than medium password.",EL-59,10093,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 5:47 AM,07/Sep/21 12:27 PM,09/Sep/21 5:37 AM,07/Sep/21 12:27 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-58,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ia:,,EL Sprint 1,,,,,,,,Done
"Verify if user's entered 'Password' is medium, user should be able to see yellow color with length greater than normal password.",EL-58,10092,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 5:44 AM,07/Sep/21 12:27 PM,09/Sep/21 5:37 AM,07/Sep/21 12:27 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-57,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000i2:,,EL Sprint 1,,,,,,,,Done
"Verify if user's entered 'Password' is normal, user should be able to see red color with length greater than week password.",EL-57,10091,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 5:33 AM,07/Sep/21 12:27 PM,09/Sep/21 5:37 AM,07/Sep/21 12:27 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-56,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000hu:,,EL Sprint 1,,,,,,,,Done
Verify if user's entered 'Password' is week user should be able to see red color with length greater than very week password.,EL-56,10090,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 5:30 AM,07/Sep/21 12:27 PM,09/Sep/21 5:37 AM,07/Sep/21 12:27 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-55,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000hm:,,EL Sprint 1,,,,,,,,Done
Verify if user's entered 'Password' is very week user should be able to see red color with minimum length.,EL-55,10089,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 5:20 AM,07/Sep/21 12:27 PM,09/Sep/21 5:37 AM,07/Sep/21 12:27 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-54,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000he:,,EL Sprint 1,,,,,,,,Done
Verify if user enters any Alphabet in upper case 'Password' should get accepted,EL-54,10088,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 5:07 AM,07/Sep/21 12:28 PM,09/Sep/21 5:37 AM,07/Sep/21 12:28 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-53,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000h6:,,EL Sprint 1,,,,,,,,Done
Verify if user enters any Alphabet in lower case 'Password' should get accepted,EL-53,10087,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 5:05 AM,07/Sep/21 12:28 PM,09/Sep/21 5:37 AM,07/Sep/21 12:28 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-52,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000gy:,,EL Sprint 1,,,,,,,,Done
Verify if user enters any Number 'Password' should get accepted,EL-52,10086,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 5:03 AM,07/Sep/21 12:28 PM,09/Sep/21 5:37 AM,07/Sep/21 12:28 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-51,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000gq:,,EL Sprint 1,,,,,,,,Done
Verify if user enters any of the special symbol 'Password' should get accepted,EL-51,10085,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 4:56 AM,07/Sep/21 12:28 PM,09/Sep/21 5:37 AM,07/Sep/21 12:28 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-50,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000gi:,,EL Sprint 1,,,,,,,,Done
"Verify if user enters special symbol, numbers, alphabets in uppercase and lower case 'Password' gets strong  or medium",EL-50,10084,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 4:31 AM,07/Sep/21 12:29 PM,09/Sep/21 5:37 AM,07/Sep/21 12:29 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-49,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ga:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Password' field is mandatory.,EL-49,10083,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 4:22 AM,07/Sep/21 12:29 PM,09/Sep/21 5:37 AM,07/Sep/21 12:29 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-21,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000g2:,,EL Sprint 1,,,,,,,,Done
Verify user should be able to enter alphanumeric characters in 'Password' field.,EL-48,10082,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 4:17 AM,07/Sep/21 12:29 PM,09/Sep/21 5:37 AM,07/Sep/21 12:29 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-47,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000fu:,,EL Sprint 1,,,,,,,,Done
Verify  user should be able to enter special symbols in 'Password' field .,EL-47,10081,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 4:15 AM,07/Sep/21 12:29 PM,09/Sep/21 5:37 AM,07/Sep/21 12:29 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-46,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000fm:,,EL Sprint 1,,,,,,,,Done
Verify  the input type of 'Password' field is text.,EL-46,10080,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 4:11 AM,07/Sep/21 12:29 PM,09/Sep/21 5:37 AM,07/Sep/21 12:29 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-40,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000fe:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Email' field is mandatory.,EL-45,10079,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 4:06 AM,07/Sep/21 12:29 PM,09/Sep/21 5:37 AM,07/Sep/21 12:29 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-21,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000f6:,,EL Sprint 1,,,,,,,,Done
Verify  the input type of 'Email' field is text.,EL-44,10078,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 4:01 AM,07/Sep/21 12:29 PM,09/Sep/21 5:37 AM,07/Sep/21 12:29 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-40,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ey:,,EL Sprint 1,,,,,,,,Done
Verify  the input type of 'Last Name' field is text.,EL-43,10077,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,03/Sep/21 3:43 AM,07/Sep/21 12:29 PM,09/Sep/21 5:37 AM,07/Sep/21 12:29 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-40,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000eq:,,EL Sprint 1,,,,,,,,Done
Verify text of 'Last Name' field is should be case insensitive.,EL-42,10076,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 1:16 PM,07/Sep/21 12:35 PM,09/Sep/21 5:37 AM,07/Sep/21 12:35 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-41,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ei:,,EL Sprint 1,,,,,,,,Done
Verify text of 'First Name' field is should be case insensitive.,EL-41,10075,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 1:06 PM,07/Sep/21 12:33 PM,09/Sep/21 5:37 AM,07/Sep/21 12:33 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-40,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ea:,,EL Sprint 1,,,,,,,,Done
Verify  the input type of 'First Name' field is text.,EL-40,10074,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 1:03 PM,07/Sep/21 12:33 PM,09/Sep/21 5:37 AM,07/Sep/21 12:33 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-20,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000e2:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Last Name' field is mandatory.,EL-39,10073,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 12:55 PM,07/Sep/21 12:34 PM,09/Sep/21 5:37 AM,07/Sep/21 12:34 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-21,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000du:,,EL Sprint 1,,,,,,,,Done
Verify the validation alert box when 'Last Name' field is empty.,EL-38,10072,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 12:53 PM,07/Sep/21 12:34 PM,09/Sep/21 5:37 AM,07/Sep/21 12:34 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-20,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000dm:,,EL Sprint 1,,,,,,,,Done
Verify user should not be able keep 'Last Name' field Null.,EL-37,10071,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 12:51 PM,07/Sep/21 12:34 PM,09/Sep/21 5:37 AM,07/Sep/21 12:34 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-19,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000de:,,EL Sprint 1,,,,,,,,Done
Verify user should not be able to enter special symbol at 'Last Name' field.,EL-36,10070,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 12:50 PM,07/Sep/21 12:34 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-18,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000d6:,,EL Sprint 1,,,,,,,,In Progress
Verify user should not be able to enter more than 100 characters at 'Last Name' field.,EL-35,10069,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 12:48 PM,07/Sep/21 12:34 PM,08/Sep/21 8:50 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-17,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000cy:,,EL Sprint 1,,,,,,,,In Progress
Verify user must see the 'Last Name' text field in the registration page.,EL-34,10068,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 12:44 PM,07/Sep/21 12:34 PM,09/Sep/21 5:37 AM,07/Sep/21 12:34 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-16,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000cq:,,EL Sprint 1,,,,,,,,Done
"As a user, I want to enter my Last Name into system so that E-Learning Organization can manage it.",EL-33,10067,Story,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 12:42 PM,08/Sep/21 8:43 AM,08/Sep/21 8:50 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,,EL-34,EL-35,EL-36,EL-37,EL-38,EL-39,EL-42,EL-43,,,,,,,,,,,,,,,,,,{},,EL-2,,,,,0|i00088:,,EL Sprint 1,,,,,,,,In Progress
Verify user should not be able to keep 'Email' field Null.,EL-32,10066,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 11:43 AM,07/Sep/21 12:35 PM,09/Sep/21 5:37 AM,07/Sep/21 12:35 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ci:,,EL Sprint 1,,,,,,,,Done
Verify user should not have 'Email Id' of more than 100 characters,EL-31,10065,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 11:35 AM,07/Sep/21 12:35 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-30,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ca:,,EL Sprint 1,,,,,,,,In Progress
Verify user get alert message if he/she does not enter @ in 'Email Id',EL-30,10064,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,02/Sep/21 11:22 AM,07/Sep/21 12:36 PM,09/Sep/21 5:37 AM,07/Sep/21 12:36 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-29,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000c2:,,EL Sprint 1,,,,,,,,Done
